"","tree","fission","fusions","mean"
"1",1,0.148107933901672,0.106572337629363,0.254680271531035
"2",2,-0.151012539401021,-0.114027010729799,-0.26503955013082
"3",3,0.129421743293032,0.121397798560632,0.250819541853664
"4",4,-0.161245134061902,-0.106365385393994,-0.267610519455895
"5",5,0.0544965541498116,-0.157928707304438,-0.103432153154626
"6",6,-0.164302445454347,-0.0969979629399012,-0.261300408394249
"7",7,-0.172231956389112,-0.0789695404885888,-0.251201496877701
"8",8,0.129630792232865,0.105215008391006,0.23484580062387
"9",9,-0.145985706341905,-0.099900054650785,-0.24588576099269
"10",10,0.0985073312712997,0.0974349929473552,0.195942324218655
"11",11,-0.160862632188869,-0.0969674420834151,-0.257830074272285
"12",12,0.145433449365489,0.120582547703404,0.266015997068893
"13",13,0.14586210130883,0.113542194140095,0.259404295448925
"14",14,0.135950730032272,0.101916517124026,0.237867247156299
"15",15,-0.159608186482841,-0.0860965456773529,-0.245704732160194
"16",16,-0.133747922775436,-0.0927586619646065,-0.226506584740042
"17",17,-0.177618510206804,-0.110679972467684,-0.288298482674488
"18",18,0.111773410753688,0.123864133809076,0.235637544562764
"19",19,-0.134303090821918,-0.099764524598467,-0.234067615420385
"20",20,0.14496419766471,0.107033174825872,0.251997372490582
"21",21,0.168955168010867,0.100974437077088,0.269929605087955
"22",22,0.0174217175582659,-0.207994670286864,-0.190572952728598
"23",23,-0.104377253852127,-0.100114413112019,-0.204491666964146
"24",24,0.140832216153543,0.0879234311196824,0.228755647273225
"25",25,0.0213449589613059,-0.193096470578508,-0.171751511617202
"26",26,0.104498922253852,-0.101921457033048,0.00257746522080343
"27",27,-0.140279624820935,-0.096315403675615,-0.23659502849655
"28",28,-0.00986005529298095,-0.147116062753812,-0.156976118046793
"29",29,0.111328827861448,0.104903601876922,0.21623242973837
"30",30,-0.164565586994747,-0.113078079587984,-0.277643666582731
"31",31,0.133348195238535,0.107565899440506,0.240914094679041
"32",32,-0.000223469267206662,-0.235861746885268,-0.236085216152475
"33",33,-0.142108383368497,-0.109942982968837,-0.252051366337333
"34",34,-0.181375792203035,-0.120712881767606,-0.302088673970641
"35",35,0.0915194765546495,0.136070146870104,0.227589623424754
"36",36,-0.133867527567762,-0.103254834431786,-0.237122361999549
"37",37,0.146520500047436,0.114085293408165,0.260605793455601
"38",38,0.152287548656116,0.0897146706016907,0.242002219257807
"39",39,0.153103108860668,0.122305780474054,0.275408889334722
"40",40,0.164583710708953,0.108507078961861,0.273090789670814
"41",41,-0.128896200604553,-0.10161145278199,-0.230507653386544
"42",42,-0.105258379064437,-0.102818899496551,-0.208077278560988
"43",43,-0.139117216810634,-0.101714995064021,-0.240832211874656
"44",44,-0.164207821952206,-0.0970003320307308,-0.261208153982936
"45",45,0.120034993894501,0.116692615190085,0.236727609084586
"46",46,-0.157579029514358,-0.10686888925293,-0.264447918767288
"47",47,-0.0306822296538828,0.18778010607339,0.157097876419507
"48",48,-0.0536921372691551,0.15325570701385,0.0995635697446949
"49",49,0.120209378610353,0.110458756663273,0.230668135273626
"50",50,0.147849884684912,0.125422825828785,0.273272710513696
"51",51,0.123735119693585,0.103582552312398,0.227317672005983
"52",52,-0.11893892331925,-0.110918059404847,-0.229856982724097
"53",53,-0.140118111539954,-0.0863268501597956,-0.22644496169975
"54",54,0.16880074324535,0.108468145130449,0.277268888375799
"55",55,-0.163868531728689,-0.0880165060670337,-0.251885037795723
"56",56,-0.131188640471969,-0.145823570929526,-0.277012211401495
"57",57,-0.156949801930915,-0.112581594102504,-0.269531396033419
"58",58,0.0284092369989574,-0.206601322920974,-0.178192085922017
"59",59,0.13742144330231,0.116852041564984,0.254273484867294
"60",60,0.151850929298777,0.120973502654067,0.272824431952844
"61",61,0.13125937247929,0.106549249853059,0.237808622332349
"62",62,-0.109243855742177,-0.0999536797966076,-0.209197535538784
"63",63,0.103617108366873,0.116027143216813,0.219644251583686
"64",64,0.131480994861911,0.117964120497865,0.249445115359776
"65",65,0.130424198873945,0.0976565066087358,0.228080705482681
"66",66,-0.128705110206829,-0.118800560322198,-0.247505670529027
"67",67,0.153418880561809,0.111305950378481,0.26472483094029
