"","tree 1","tree 2","tree 3","tree 4","tree 5","tree 6","tree 7","tree 8","tree 9","tree 10","tree 11","tree 12","tree 13","tree 14","tree 15","tree 16","tree 17","tree 18","tree 19","tree 20","tree 21","tree 22","tree 23","tree 24","tree 25","tree 26","tree 27","tree 28","tree 29","tree 30","tree 31","tree 32","tree 33","tree 34","tree 35","tree 36","tree 37","tree 38","tree 39","tree 40","tree 41","tree 42","tree 43","tree 44","tree 45","tree 46","tree 47","tree 48","tree 49","tree 50","tree 51","tree 52","tree 53","tree 54","tree 55","tree 56","tree 57","tree 58","tree 59","tree 60","tree 61","tree 62","tree 63","tree 64","tree 65","tree 66","tree 67","tree 68","tree 69","tree 70","tree 71","tree 72","tree 73","tree 74","tree 75","tree 76","tree 77","tree 78","tree 79","tree 80","tree 81","tree 82","tree 83","tree 84","tree 85","tree 86","tree 87","tree 88","tree 89","tree 90","tree 91","tree 92","tree 93","tree 94","tree 95","tree 96","tree 97","tree 98","tree 99","Average"
"Acinonyx_jubatus",0.480866280913217,0.0716985859283888,5.69693785840133,0.0708581250405927,0.0704452148156527,0.517976584971826,0.517199847188479,0.070175122236429,0.0711965393061896,0.535488458623871,0.069862359767376,0.0695878466866371,0.0713831353730804,0.0707380904271674,0.529973022094036,0.477896131481965,0.529367084355562,0.0709210108121024,0.0719162962490215,0.0703428773101075,0.0708313679299753,0.0693787348406204,0.0717652110094043,0.0708782874444542,0.0707285089206443,1.10554755879538,1.22029917671985,2.69378767099,5.83412060971927,1.1968441813825,2.93891736476081,3.3882364386222,2.41957937318747,0.49671784408501,0.521986721417874,5.65733133216171,0.37591361944399,0.503204540343836,0.562289797095346,3.01456349961602,2.77719597477731,1.02301142191128,0.523710829016328,0.485645520001321,0.472735075678421,0.474556324235041,3.03018756022769,2.74521992039134,0.443214983739563,2.89058922511413,0.494270456651317,0.532902819666645,0.519227421980739,0.510570836405036,0.507659056229751,0.523087656155816,2.90479701025908,0.544466225384416,3.14341005753799,0.532710516872898,2.98281297632378,0.449195345637306,0.53989474988229,2.87811275778761,2.8716521947797,0.562518553227866,0.538361604319716,0.529207657732612,0.520206724380126,0.528390738205682,2.83725983000699,0.504142992598223,2.95652139448498,0.483832367830332,0.111806347400731,0.315528392248579,0.314995521110313,2.1568956831231,2.56431786712104,0.109260339225719,1.0674897033035,3.45482465095025,2.22831083674475,2.91784449866253,1.09526844608311,0.315817219818559,3.02396118025903,0.31599355264289,2.70095694705545,2.87411343930877,3.00738915258174,5.14752439623528,0.316316368274496,0.315574982073392,2.47632443036208,1.83649461080498,1.99794016579884,1.86093707241783,0.314920695273247,1.30828118776548
"Caracal_caracal",2.78213627186918,0.333344546361322,5.69693785840133,0.323814627141959,0.306565744445523,3.0581821755399,3.05191209731415,0.319251220378845,0.320334919138732,2.73772101552074,0.301122591794803,0.326146042912882,0.317392323616902,0.331268301597452,3.11605200925304,0.477896131481965,3.04094088102949,0.33197078922619,0.339241007006607,0.320446927679771,0.328271176075934,0.309705881031091,0.332329782296863,0.287381557053971,0.33137391164008,3.01510121788367,2.04814854360548,2.69378767099,5.83412060971929,2.84125865674213,2.93891736476081,3.3882364386222,2.41957937318747,0.49671784408501,12.9437528249697,5.65733133216171,0.853677552189086,13.7829699066491,14.1662346419092,3.01456349961602,2.77719597477731,2.3023312044606,12.8061443450852,12.357933390656,0.472735075678421,0.474556324235041,3.03018756022769,2.74521992039134,0.443214983739563,2.89058922511413,14.318750382761,15.0740563724333,13.3856150383225,2.98817674884866,2.93669368681542,2.99040446471891,2.90479701025908,13.701385234534,3.14341005753799,3.1079673503255,2.98281297632378,12.3225060289245,3.08875635630049,2.87811275778761,2.8716521947797,2.6984753501863,2.50722038619901,12.9291005353312,2.6103919807102,2.60507932538824,2.83725983000699,13.4802547762654,2.95652139448498,13.7463268689691,0.217709982300855,2.71433583527383,2.68860076211327,2.1568956831231,2.56431786712104,0.212812582033944,2.93710499041686,3.45482465095025,2.22831083674475,2.91784449866253,2.73195254130686,2.67701176078554,3.02396118025903,2.59256757955039,2.70095694705545,2.87411343930877,3.00738915258174,5.14752439623528,2.60057554643784,2.5630519516743,2.47632443036208,1.83649461080498,1.99794016579884,1.86093707241783,2.61276955640858,3.67351818585057
"Felis_catus",3.20506654617818,0.333344546361322,3.18583755848105,0.323814627141959,0.306565744445523,3.0581821755399,3.05191209731415,0.319251220378845,0.320334919138732,2.73772101552074,0.301122591794803,0.326146042912882,0.317392323616902,0.331268301597452,3.11605200925304,0.643867327431174,3.04094088102949,0.33197078922619,0.339241007006607,0.320446927679771,0.328271176075934,0.309705881031091,0.332329782296863,0.287381557053971,0.33137391164008,3.01510121788367,2.04814854360548,2.26019972245918,2.23600897185597,2.84125865674213,2.25438848801076,2.56035915063064,1.22748710623546,0.887099192269223,12.9437528249697,2.47361127403335,0.853677552189086,13.7829699066491,14.1662346419092,1.40512261609901,2.20185420852827,2.3023312044606,12.8061443450852,12.357933390656,0.938619043436604,0.828986811136694,1.63742082900822,1.89523605611902,0.685138647394988,2.30698207514944,14.318750382761,15.0740563724333,13.3856150383225,2.98817674884866,2.93669368681542,2.99040446471891,2.45298863078415,13.701385234534,2.67338569329615,3.1079673503255,2.63979648452286,12.3225060289245,3.08875635630049,2.59474065316499,2.42209736396743,3.13029593087711,2.93492749720702,12.9291005353312,3.10534680596905,3.0403927885697,2.63336969617823,13.4802547762654,2.55768737806576,13.7463268689691,0.217709982300855,3.11123556456493,3.09826565752682,3.00520365495519,3.47716981949293,0.212812582033944,2.93710499041686,3.58534792615654,5.07648985176118,2.48127117214695,6.50534834061771,3.22772646909936,5.8371971624011,2.79442249859816,5.95097824345005,1.52602452997197,1.21748248091544,2.79112551438336,2.88513443190853,3.0505069619872,4.28406192469009,3.49044678775606,4.95443438573096,5.61868392173046,3.07736200309683,3.72812300062131
"Felis_chaus",3.20506654617818,0.279338436388304,3.18583755848105,0.280107493292258,0.312552072105844,2.7376738919628,2.55979703456782,0.286953257572187,0.289463111020619,2.36551899241888,0.314423775943073,0.30741222164177,0.306585761516781,0.286448175055833,2.70553011067681,0.882881142302388,2.62929181836092,0.285896892581473,0.28054552261523,0.288364048816293,0.280663865895436,0.262710856105903,0.290185927410297,0.314275878069076,0.29496575672139,2.06362219929665,2.7290746423495,5.86958747081812,2.23600897185597,5.38360378875468,6.14457375911677,2.56035915063064,1.51918577048877,0.887099192269222,2.98291855459627,1.66054478080312,0.856680892940576,3.0195867302406,3.16225825490522,5.67571974928449,5.90767366616734,5.21138719885063,2.99377440499961,2.97909985266794,0.938619043436604,0.828986811136694,2.22392677466382,2.224224721769,0.941407122646394,2.30698207514944,2.56007907625008,2.61552825991159,2.69506546475014,2.57100250439973,2.45368310918724,2.49872916458233,13.9598771519339,2.45866110996314,12.7482235652929,2.57272820995219,15.7841857258986,2.58274552749152,2.61914339439716,13.6276408030821,13.3128549139101,3.13029593087711,2.93492749720702,2.60135902257381,3.10534680596905,3.0403927885697,13.7663126361324,2.68926881661132,13.2450014759934,2.5369573825096,0.150064148338259,3.11123556456493,3.09826565752682,3.00520365495519,3.47716981949293,0.147455852122682,5.32941645352465,3.58534792615654,5.07648985176118,6.10087506153654,6.5053483406177,3.22772646909936,5.83719716240109,2.79442249859816,5.95097824345005,2.14941950845289,1.82500062971328,2.79112551438336,2.88513443190853,3.0505069619872,4.28406192469009,3.49044678775606,4.95443438573096,5.61868392173046,3.07736200309683,3.3552805943291
"Felis_margarita",13.0426802512277,0.307803807858522,0.110023679905107,0.295631338083931,0.312552072105844,13.594704869404,13.0879258173916,0.314212462030224,0.310651420461145,14.0476002514847,0.314423775943073,0.30741222164177,0.306585761516781,0.315701979110997,13.5789063483092,0.88288114230239,11.8657289015083,0.314397656168111,0.304874630027379,0.288364048816293,0.309938187030745,0.289431347467869,0.316398272097795,0.314275878069076,0.313182006046304,2.06362219929665,6.0701738121201,5.86958747081812,1.27843489441282,5.38360378875468,6.1445737591168,6.06038669071214,2.64863769418357,0.900730082477392,2.98291855459627,2.62952057120228,0.664871973125448,3.0195867302406,3.16225825490522,5.67571974928449,5.90767366616734,5.21138719885061,2.99377440499961,2.97909985266794,0.951002049892665,0.848974596155736,6.25076015307176,5.02567253549238,0.941407122646396,5.35404587023667,2.94634988254424,3.09904126753218,3.15712097124868,14.9552306182427,12.8593342184712,13.8457899321259,13.9598771519339,2.9034046797302,12.7482235652929,13.3611056479825,15.7841857258986,3.14249702759702,14.1238230961897,13.6276408030821,13.3128549139101,13.7599207155947,14.2472555291537,2.98441604458127,13.7200845988782,14.0710391843062,13.7663126361324,3.20909505090352,13.2450014759934,2.98087582415213,0.139491045376417,13.4933530691589,13.5205445901344,0.107630430500175,0.1105704306989,0.138093474291003,5.32941645352465,0.110770573774906,0.110791110793628,6.10087506153654,1.40836315365769,13.9941039269173,2.34426663841833,14.5763140631911,0.112883533914849,4.98006518437725,5.45022029195568,0.112767675674884,13.6141216574384,13.2543573701071,0.109542679741403,0.11084135948895,2.6874458922707,0.109507841180839,11.6942273389472,5.51510865868672
"Felis_nigripes",13.0426802512277,0.307803807858522,0.13897384793248,0.295631338083931,0.283604085859499,13.594704869404,13.0879258173916,0.314212462030225,0.310651420461144,14.0476002514847,0.284800084302017,0.295360650618547,0.284856592803613,0.315701979110997,13.5789063483092,0.852021410392123,11.8657289015083,0.31439765616811,0.304874630027379,0.275051515525112,0.309938187030746,0.289431347467869,0.316398272097795,0.277260122602686,0.313182006046305,5.3668797688589,6.07017381212008,1.80837575411708,2.30441232502237,2.13066353866149,1.93008246546153,6.06038669071217,4.97267571273672,0.746555907575316,2.55985081081087,2.62952057120228,0.472280946051786,2.61931957719527,2.77121574897352,2.26408137122282,1.74683423649512,2.22142815881961,2.55665610177687,2.52503419870821,0.753500481340687,0.7335609817924,6.25076015307176,5.02567253549238,0.955455343514394,5.35404587023667,2.94634988254424,3.09904126753218,3.15712097124868,14.9552306182427,12.8593342184712,13.8457899321259,0.528738212970791,2.9034046797302,0.508245821637895,13.3611056479825,0.502731267506259,3.14249702759702,14.1238230961897,0.53296015552701,0.508401699732985,13.7599207155947,14.2472555291537,2.98441604458127,13.7200845988782,14.0710391843062,0.519307696596496,3.20909505090352,0.513557319642048,2.98087582415213,0.136082433478966,13.4933530691589,13.5205445901344,0.145596681814032,0.149048648274569,0.160139739676477,2.32371760078585,0.147446156279774,0.150158058094427,1.91688991022173,2.82130289076909,13.9941039269173,1.82159764770663,14.5763140631911,0.149683186838262,4.98006518437725,5.4502202919557,0.151278382240384,13.6141216574384,13.2543573701071,0.149276253629125,0.148622350414509,2.6874458922707,0.145801130572214,11.6942273389472,4.33225092763491
"Felis_silvestris",0.316726184865957,0.152136791502353,0.14984164625546,0.151634249118397,0.146763236603538,0.31560981273911,0.315823651191248,0.153339468429967,0.148067145276519,0.316312619248167,0.146277276109017,0.139507401221127,0.14497873700141,0.152125388982105,0.312715918399927,2.48109299100731,0.316030268692763,0.147899528867476,0.146761867303793,0.141833548627548,0.145658421351649,0.142689282723396,0.149221724030766,0.145393597520692,0.148677680911127,5.36687976885892,1.68250678394877,1.08651250864776,2.30441232502237,2.13066353866149,1.16029708218492,1.19123247444064,4.9726757127367,1.17161930017403,0.316214314026467,1.36370769906631,2.13002625306066,0.315312829591229,0.312667906518754,1.66849943074368,1.11713710181375,1.62839002331361,0.316534195169452,0.317443157175184,1.12901627377788,3.22003457977966,1.23086820440685,1.20456027722439,2.40228265130522,1.33472234250088,0.317348904975581,0.313243607355579,0.314624308518098,0.31573952292864,0.316285602837857,0.316606884211437,0.314606807359167,0.315060694577511,0.314903129733337,0.315715412465803,0.315809300908024,0.320874071309829,0.313850499799749,0.314534256686806,0.316648547882756,0.312494396650983,0.315953788101206,0.316036769228109,0.314508995451935,0.314626424843811,0.314789349024655,0.316832549102859,0.315895406059816,0.319073651764282,0.241772748433862,0.50224780051774,0.520094816755503,0.217720381533643,0.231944736033655,0.160139739676477,2.32371760078585,0.22707349388938,0.230799010496614,1.16719839026691,2.82130289076909,0.517631261572893,1.15383718444017,0.52237430793023,0.235078045647992,1.12336012740646,2.28194088687169,0.233379304616,0.507035038881854,0.538796903766514,0.221173233201235,0.228331844807125,1.32815765423491,0.221949930522232,0.527309561936301,0.747088534837399
"Leopardus_colocolo",0.135093859707931,0.0448351209896418,0.224675003665271,0.044649204188117,0.0441865716088107,0.140222584707726,0.40356784021533,0.0440581468987579,0.0443619603638696,0.130827423066137,0.0436308113185753,0.0443484866620096,0.0437030816650715,0.0436880161987096,0.136815787636458,2.48109299100731,0.137836556319434,0.0441313045595047,0.0442982410162693,0.0441828228046899,0.0440186957429284,0.0441976563566268,0.043781077917845,0.0440213744634513,0.0436041873326823,0.457082124863533,0.687355616426641,0.452044138529276,0.519772817519584,0.415655147111392,0.682886615095325,0.416032521177452,0.412009390248518,2.05735602318756,0.0709507362694914,0.985030128992982,2.13002625306065,0.0713127480933872,0.0699614182426676,0.483752773923547,0.981148914142941,0.679659095663609,0.0704917481139634,0.0717344960085764,2.56718774629144,3.22003457977966,0.400235803547372,0.527770878254652,2.40228265130522,0.885052267792961,0.0751017073898928,0.0710287235943606,0.074000987358918,0.111564594484293,0.109689492770918,0.112159932506223,0.0509204562632864,0.0726046939708652,0.0512391367896178,0.109978158497323,0.0508343796729894,0.0717920274062183,0.112711479450881,0.0511305192973981,0.0494184353150643,0.113979068489501,0.111375511697113,0.0724650574307775,0.11044393214154,0.109264939633764,0.0507948989179985,0.0713968388763067,0.0506741773630346,0.074996259973789,0.241772748433862,0.110874550181679,0.111485217854128,0.217720381533643,0.231944736033655,0.174988303463425,0.414244169890189,0.22707349388938,0.230799010496614,0.899270154517326,0.416739835102928,0.109742275599883,0.44124993024348,0.110241811248216,0.235078045647992,0.929630661127282,0.951346612216765,0.233379304616,0.106546342732392,0.112485681262951,0.221173233201235,0.228331844807125,0.487231187374647,0.221949930522232,0.111652992595384,0.363365386908485
"Leopardus_geoffroyi",0.141004423551655,0.0115092470540834,0.224675003665271,0.0288034076321148,0.029260223751418,0.272950644459177,1.62517998962379,0.0288654182558699,0.029001879554051,0.13353825225576,0.028219631604279,0.0291238714128454,0.0133957758625203,0.0142225841282236,0.14494274436868,1.36877525143651,0.144107199885381,0.0294220270355946,0.0296960792420477,0.0289526512235207,0.0120230653723144,0.0133356216654983,0.01173268642703,0.0281688091425541,0.0295411938595316,0.457082124863533,0.887814543228235,0.452044138529276,0.965844555074357,0.967606861792223,0.882246820957252,0.478792673152497,0.412009390248518,2.05735602318756,0.149779535671322,0.985030128992982,5.76995768842774,0.145741374027162,0.152993843063359,0.483752773923547,0.981148914142942,0.876038073338955,0.148175676748695,0.146662590017755,2.56718774629144,2.24270819400629,0.517091947306632,0.527770878254652,1.22732440607067,0.885052267792961,0.0751017073898928,0.0710287235943606,0.074000987358918,0.121956553146572,0.119395708606227,0.122291175081146,0.0439271288446621,0.0726046939708651,0.044694419210348,0.117914658939145,0.0444343652856669,0.0717920274062184,0.12078385346036,0.0445069900685509,0.0397908545912441,0.120848488440407,0.119975249097033,0.0724650574307775,0.119839003228005,0.12172394104006,0.0439571820407475,0.0713968388763067,0.0436157953008529,0.0749962599737889,0.212926098532998,0.227564178561187,0.223213863470832,0.138145263768607,0.139194356031609,1.02866489510543,0.897661853824246,0.138725411117057,0.139923300989728,0.894075394133658,0.80898671246708,0.2249084619989,0.44124993024348,0.216180234720236,0.139404345895421,0.933804220050907,0.943982913269113,0.139534935896344,0.224053815495381,0.234331058638067,0.138730857952229,0.139446209503062,0.87920192516802,0.138403179940321,0.219326147632797,0.420730728064335
"Leopardus_pardalis",0.463899754200735,0.0115092470540834,0.138919315869659,0.0288034076321148,0.029260223751418,0.272950644459177,1.62517998962379,0.0288654182558699,0.029001879554051,0.139964548445967,0.028219631604279,0.0291238714128454,0.0118524322104005,0.0115737020130449,0.480472429235929,1.99496744566809,0.22880008573303,0.0294220270355946,0.0296960792420477,0.0289526512235207,0.0120230653723144,0.0112934935596696,0.01173268642703,0.0281688091425541,0.0295411938595316,0.613611583247533,0.887814543228235,0.956469734652517,0.965844555074353,0.967606861792223,0.88224682095725,0.707935180855567,1.04961906073117,2.56735861110812,0.346762222597254,0.963422372776783,5.76995768842774,0.288068968557926,0.320499137625101,0.826310258843361,0.951368423431031,0.876038073338955,0.350622912134048,0.306217061223046,5.88392108466834,5.7226206037469,0.965339987510026,0.96088150505333,2.81453575825532,0.905236164811902,0.0448547915817552,0.0444630470904201,0.044188237672586,0.225823869738228,0.231080109152706,0.137866056892475,0.0296888803101432,0.0443716814979193,0.0116805375297372,0.163967784751336,0.0113642255727145,0.0442199529481014,0.139650891810344,0.0137301231022492,0.0213023008807821,0.135534747766242,0.135345161467401,0.0393862384097964,0.178697882453971,0.138774034350212,0.0111883740785934,0.0442023881790234,0.0129338842713081,0.0446210382955342,0.212926098532998,0.227564178561187,0.223213863470832,0.116864112219307,0.122813391037543,1.74652717536567,0.908815056050653,0.11760340246816,0.122131523740637,0.894075394133658,0.786879069834124,0.224908461998899,0.892106560977656,0.216180234720236,0.123159066081078,0.933804220050908,0.94398291326911,0.12262965295646,0.224053815495381,0.234331058638067,0.119796299759699,0.119894961658616,0.898863794809673,0.12054435180348,0.219326147632797,0.569761962144497
