"","i","asc1","desc1","asc2","desc2","tran12","tran21","p"
"151",151,0.00380419641137279,0.0108673790746344,0.16060957082169,0.128566508310998,0.00721160307477753,0.0107747655185851,-345.814243159213
"152",152,0.00357847931378688,0.00584883719846032,0.1364514083546,0.125036398733398,0.00192041768106977,0.0172551518105997,-342.310415864182
"153",153,6.54048139386511e-05,0.00603153010768146,0.139321421761725,0.11346145827418,0.00984331386263177,0.0162478126540542,-341.098567569635
"154",154,0.000232692695377051,0.00395216943372037,0.164639934456621,0.112066814724999,0.00507327148430865,0.0207015381577281,-339.832886075608
"155",155,0.00123011244017969,0.00140787541093698,0.122614794739229,0.101603357097094,0.0054598329035242,0.0167134148352049,-341.444400210572
"156",156,0.00123314237779149,0.00144333591954063,0.159169167694208,0.131162047323348,0.00366869050525032,0.0214544840899727,-341.272270055796
"157",157,0.000797618278361447,0.00935462962008745,0.142216696896368,0.0719886068106213,0.0039875523264422,0.0204200984132315,-342.255406157956
"158",158,0.000191450057595056,0.00449113538250417,0.139390482328462,0.105182318012357,0.00405719648639751,0.0159135817787158,-339.83266208792
"159",159,0.000607759198550698,0.00771065272336796,0.139574530251522,0.106240774567511,0.00120725769055979,0.0209290398825014,-340.869747937512
"160",160,0.00205013555289678,0.00179363167446418,0.162557123828251,0.123132009929332,0.00615525557678555,0.0205900311062061,-341.154685233516
"161",161,0.00232214831487196,0.00226028663209663,0.142819438848819,0.0792730024692277,0.0139811211643795,0.0172099184595793,-343.681937513751
"162",162,0.00398050910761734,0.00773929765655878,0.176998419553812,0.115220086145776,0.00634466936604309,0.0175800358661134,-342.504495125956
"163",163,0.00166639776905644,0.000761221590947518,0.146216091465423,0.0939482171822715,0.00797524250402726,0.0139687561250398,-342.51389594064
"164",164,0.000616743098415988,0.0124917076064218,0.120526697462588,0.110475718013201,0.0136991943406849,0.0172076085097627,-344.625920846035
"165",165,0.00285990482987756,0.020372336481725,0.136560443954883,0.074708974810674,0.000328268883867502,0.0194528509092491,-346.314559710247
"166",166,0.00264353177174742,0.00400337949421079,0.176081111887928,0.12130022478127,0.00405828103263266,0.0152452999268395,-341.919274324612
"167",167,0.00146767859805327,0.00719995835025496,0.144994185406264,0.0973662723496469,0.00403310004565593,0.0144212754845225,-341.104166370785
"168",168,0.000983298114136129,0.00561620832107261,0.146828430198167,0.093504357102341,0.00401653632926866,0.0219752004819078,-340.467970431827
"169",169,0.000689774752197371,0.0102356157820374,0.143573980241773,0.0941879831116053,0.00533892430007082,0.0158441235131708,-341.119135861425
"170",170,0.00145883820346425,0.00214878040414108,0.148242251477713,0.0994452638335784,0.0102684272810385,0.0159939383892547,-341.414326879357
"171",171,0.00077738684868661,0.00680109480501522,0.153728360893184,0.109114398133188,0.00900711257619514,0.0246474926561727,-341.411699261717
"172",172,0.003134654228966,0.00244482992097521,0.151356179733054,0.0788153581201248,0.00679872496550023,0.0152180579980095,-342.613472627605
"173",173,0.000957725986218009,0.00701235824124383,0.178792942148011,0.114752943731765,0.0163724929642976,0.0185090968827998,-342.99267517264
"174",174,0.000316341084417581,0.00625114866158044,0.167607830886185,0.115826855676684,0.0180003054142616,0.0211695406904196,-342.70771692003
"175",175,0.00019725225720983,0.0113853356366154,0.133287181707781,0.0806033830029781,0.00669009347156833,0.0190506482182087,-342.02129684018
"176",176,0.00297255548247726,0.0126477708202068,0.153443141837788,0.105751287885545,0.00622112766004345,0.0163574516133816,-342.419257903632
"177",177,0.00197464683033956,0.0031748151974558,0.146432265671753,0.0858028401421824,0.00264076905651608,0.0198243117761301,-340.762286408154
"178",178,0.00137027959226523,0.00154641009796136,0.19274880227879,0.11699079548638,0.00635872563136276,0.0215367980162241,-342.213345583324
"179",179,0.000212239355495944,0.000256572448125377,0.183201557349959,0.117664284535503,0.00485113045532381,0.015389253598358,-342.436404922523
"180",180,0.00112995610705412,0.00594903589825488,0.140474299541432,0.122268344575694,0.00156244330074174,0.0205648262086028,-341.124626623738
"181",181,0.000199132871306545,0.00276482065248237,0.114902051091178,0.104939150874133,0.00198396058961053,0.0161565564663037,-341.258345914829
"182",182,0.00184781098861556,0.00565020787496901,0.191457523395593,0.0960539817377776,0.00785440778398595,0.0203815128247377,-342.410360922061
"183",183,0.00251592473765143,0.00213730364771076,0.190173121111874,0.109133223475991,0.00433171353162168,0.0217722135830399,-342.275964472188
"184",184,0.00394673090510363,0.00850508171427895,0.175779517262505,0.1082646171952,0.00774223406419021,0.01568071902258,-342.792550724524
"185",185,0.00467759426913189,0.00955758026195481,0.140051757931537,0.11177249357537,0.0112950263489707,0.0224408323003637,-343.930554059772
"186",186,0.00101932873963095,0.0075450709676206,0.162299913903121,0.0898566990349872,0.0102195633992288,0.0170782864282436,-341.513852169018
"187",187,0.00589093650275487,0.00303735301704775,0.165727866992759,0.122852365432928,0.00957437612232142,0.0190445203195788,-343.331769797095
"188",188,0.00402523178066668,0.0127378105400037,0.172052711468138,0.123192336461259,0.00716166922030155,0.0191797898669135,-343.729379175857
"189",189,0.00200239293123568,0.00461515964384107,0.14920604082134,0.0796301319037818,0.00971323536965566,0.0186709990752871,-341.926575967023
"190",190,0.00197155941380455,0.00637243542354073,0.152826975538154,0.131728050518504,0.00334467780139271,0.0190336217025567,-341.621186781722
"191",191,0.00318082549518415,0.00804111714310999,0.156570296834172,0.155303481878275,0.00831379206788801,0.0162498854719297,-345.240730720966
"192",192,9.02738930085933e-05,0.00231622757165007,0.105669079778072,0.0984751793141444,0.0067236751671437,0.0209604175984679,-342.817684133644
"193",193,0.000433881866822172,0.00539292378377506,0.102512183136358,0.117492127967372,0.00828705379042103,0.017319552090916,-343.951610561764
"194",194,0.000793267992588299,0.00477955102570347,0.102419947101916,0.0948619252238137,0.00206652720211806,0.0160590647484203,-343.414237549135
"195",195,0.000691329278089871,0.00614258093492819,0.147214364583744,0.143092308480434,0.00356625693495189,0.0188811206412082,-341.873659490835
"196",196,0.00100943647962908,0.00233141316410308,0.133081474162702,0.0741981326313384,0.00144306765532817,0.0175207168403971,-341.710222807511
