"","i","asc1","desc1","asc2","desc2","tran12","tran21","p"
"1",1,2.71479219663888,7.12740016233753,9.7853373967902,0.755670263594143,1.58706228331556,1.56926990831328,-258.853548113035
"2",2,2.87702287911855,3.87523955481727,8.19104792716436,0.49427311225281,0.924526919656382,1.56794070983432,-244.749456681531
"3",3,2.92266406318677,2.19401018140244,8.42315163001275,0.733726832657765,0.890221722438672,2.23188835204384,-242.220155775332
"4",4,2.27934297079796,1.23808949945164,6.94604096115159,1.00395243474584,0.896472414196975,1.30590313623705,-234.01040931502
"5",5,1.27477363830163,0.691500936782574,9.01241413906664,0.134735125637772,0.770463529420801,0.924829884893855,-226.251205418149
"6",6,0.260291644043019,1.28955013006353,7.75533373378194,1.30440606787019,0.953777384225118,1.1066130712781,-224.572638049025
"7",7,0.00340223471453855,0.892180398394091,8.98881939293427,1.00688967074912,0.440744454849127,1.12156009022223,-223.019658637385
"8",8,0.451341889112318,1.56257658907025,8.20652260227954,0.590800659456257,0.777563650996806,1.17592146818381,-224.950642483032
"9",9,0.188057583932879,1.0144739262756,9.80339292523127,0.0172396032617369,1.23683039722106,1.30701753577617,-223.932824527147
"10",10,0.079165963932134,0.911654038019513,9.91522163238983,0.380490177860453,0.569857967722118,1.05003047726673,-223.056450584316
"11",11,0.0800326142470941,0.844254706973052,7.16040806931119,1.25068077628741,0.216193552077321,0.922093663336127,-224.585730160627
"12",12,0.0134733894729278,1.07916263718487,8.68787741023647,0.76562475299042,1.0420770333831,0.850019796255242,-223.797228037824
"13",13,0.402079528310566,0.800863564645518,8.01906437343585,1.05023680802095,0.122800496586362,0.9510412817021,-225.544446946212
"14",14,0.224382436108794,0.753031329721371,9.03722180445735,2.44491715298857,1.30772213079482,0.658314738617973,-227.983206493076
"15",15,0.977362876447111,0.171909452350468,8.39526012466346,3.17952351264401,1.26020239843029,0.714749816909098,-232.704721912865
"16",16,0.179655174389522,0.17160820992514,8.94575523838035,3.44039133401243,0.146548331052856,1.36038047872483,-230.838527563347
"17",17,0.15238173677859,0.974750555233994,6.64458251343454,3.0736085776534,1.14948139349147,1.00986092868194,-227.454682402757
"18",18,0.1944922235714,0.642827135585877,6.94048175359981,1.43506037568314,0.832788262349244,1.03629375812054,-224.430732186159
"19",19,0.678810108594129,0.796733157500393,9.37102554951664,0.641702563959626,0.654838887433673,1.00137158513413,-224.022852529089
"20",20,0.796117858652897,1.38778164871691,10.5261946949757,0.701508495549674,0.528913629549149,0.973028817798329,-227.350114038783
"21",21,0.0537920438634439,1.38698329792028,7.78325861239142,0.63680937663255,0.623208631139887,1.0970187983196,-223.256251096853
"22",22,0.0682699219764612,1.07192732134732,6.86522747509653,0.276196581659746,0.760956014167237,1.14222562093924,-223.917252786927
"23",23,0.166278814858045,1.09558874810134,10.2648872625822,1.08230417832299,1.11158815022453,1.17370333816108,-224.918857082959
"24",24,0.116305943053851,0.446770461616822,8.23926227004678,0.883102965318548,0.275837232386855,0.911892077547088,-223.608363857132
"25",25,0.74901792422046,0.501464612920546,8.20239781039511,2.48672371935082,0.477032999307678,1.33055720752061,-227.220573217841
"26",26,0.0226844622331036,1.11450705002162,9.16337806064714,0.020021143140529,0.925042493144322,2.14060059391959,-226.209513313994
"27",27,0.0680358001140038,0.581258669483788,9.0620447974078,0.303348799576056,0.386817663938096,0.76186991822608,-223.27262039531
"28",28,0.183509183466593,0.814281023918262,6.76069045569256,0.967463586306294,1.03108192334638,1.34642539448341,-225.001306391543
"29",29,0.0777407506106981,1.20291010863095,9.77869476207734,0.164301639173944,1.0079857426664,1.328132751251,-223.82374548575
"30",30,0.0791866070509501,0.935723563065874,10.4432203731673,0.510091130668674,0.682248589895323,1.20291939503475,-223.824066250799
"31",31,0.316898922260807,0.821456863643255,6.84778173167134,0.574329897436013,0.466993750419781,0.586779782250754,-225.901897732114
"32",32,0.0578976192588593,0.305354934647161,10.6154210618786,1.19080431869225,0.352014325993335,1.43724701362054,-226.495822868916
"33",33,0.366852654510513,1.46024312523885,7.08499864769131,0.788101219861577,0.160950943739016,0.545745952033406,-228.741676093408
"34",34,0.348063091683357,0.977643747645516,9.83100623549146,1.40230536617527,0.307107089204809,1.0469150278912,-224.825236356596
"35",35,0.183838394110322,0.527604427755406,8.03447497122605,1.4066852654287,0.32025986799762,1.07660493160628,-223.746374529285
"36",36,0.180454570325518,1.16849977533144,8.29774180856091,0.120412487589798,0.422915213458648,0.762136589329998,-223.473450923236
"37",37,0.176525864787391,1.33322979156208,9.16456686144718,0.546279309281051,0.673596495529065,1.24043971890351,-223.582043895729
"38",38,0.297603119635347,0.458211351875436,8.39637475436703,0.625269618194624,1.13678754995525,1.42227445190305,-223.929745013805
"39",39,0.417499253531654,0.961916207859073,8.70012275783521,0.894997026887399,0.362083097211892,1.34637688103299,-224.322992360848
"40",40,0.381887765651251,0.949509241529758,8.89656292860518,0.491963251638744,0.757024900277334,1.45280835879005,-223.686111656599
"41",41,0.288903451073185,0.982809946864628,10.3027909936302,1.92954414188472,0.651116236395477,1.18265299612074,-225.293467917053
"42",42,0.317848026051426,0.230599009005695,8.4154388623772,0.764016075342362,0.976240155283101,1.26674823536974,-224.470081177529
"43",43,0.0498416423557107,0.360996464325618,7.35213523403773,1.33049402456519,0.266101228152319,1.46345027423989,-226.481090864651
"44",44,0.438602113806418,0.219290363305562,8.58472324115256,0.372672820667909,0.424023448568003,1.42501535947391,-225.064600629038
"45",45,0.396765135953786,0.646166428930283,8.0599293268086,0.3425130297764,0.32051167441182,1.31563817115042,-223.809946518245
"46",46,0.489081989226743,0.401587855070239,9.76646297894633,0.625404069056209,1.11810533346109,1.05173343085579,-224.514015949712
"47",47,0.288617348845195,0.405648383151905,10.554832494247,0.771617601100085,0.909935696452055,1.28620545000547,-224.458662140674
